Journey_ID,Date,Time,Hour,Day_Name,Month,Month_Number,Season,ISO_Week,Origin_Area,Destination_Area,Origin_Station,Destination_Station,Route_ID,Transport_Mode,Passenger_Count,Delay_Minutes,Scheduled_Trips,Completed_Trips,Service_Frequency_Min,Distance_Km,Average_Speed_Kmh,Capacity,Occupancy_Rate,Service_Reliability_Pct,Satisfaction_Score,CO2_Baseline_Car_kg,CO2_Actual_kg,CO2_Reduction_kg,On_Time_Status,Peak_Period,Weather,Incident_Type,Accessibility_Score
J003018,2025-06-28,09:10,9,Saturday,June,6,Summer,26,North,West,University,West End,M2,Metro,513,5.7,7,7,9,18.0,44.4,555,0.9243,89.74,4.5,1579.01,258.55,1320.46,Delayed,Peak,Clear,,89
J003019,2025-11-21,19:20,19,Friday,November,11,Autumn,47,East,South,Harbour East,South Market,B02,Bus,67,5.1,4,4,17,23.5,29.4,81,0.8272,90.82,4.6,269.24,133.83,135.41,Delayed,Peak,Rain,,83
J003020,2025-11-25,20:45,20,Tuesday,November,11,Autumn,48,West,South,Hilltop,Industrial South,S1,Shared Shuttle,7,5.2,3,3,20,17.6,20.3,8,0.875,90.64,4.1,21.07,6.44,14.63,Delayed,Off-Peak,Clear,,71
J003021,2025-08-23,18:00,18,Saturday,August,8,Summer,34,Central,South,Museum District,Greenfield,C1,Bike Share,16,0.4,20,20,3,1.7,11.8,20,0.8,99.28,4.4,4.65,0.0,4.65,On Time,Peak,Clear,,53
J003022,2025-03-23,16:40,16,Sunday,March,3,Spring,12,Central,East,Museum District,Innovation Hub,R2,Commuter Rail,416,5.9,3,3,18,54.8,70.8,486,0.856,89.38,4.4,3898.25,729.5,3168.76,Delayed,Peak,Rain,,83
J003023,2025-04-12,17:10,17,Saturday,April,4,Spring,15,East,North,Innovation Hub,Riverside North,B04,Bus,60,5.6,5,5,12,12.3,18.2,66,0.9091,89.92,3.9,126.2,62.73,63.47,Delayed,Peak,Clear,,88
J003024,2025-08-08,13:30,13,Friday,August,8,Summer,32,West,North,Hilltop,University,S1,Shared Shuttle,12,0.9,3,3,20,10.4,29.3,15,0.8,98.38,4.6,21.34,6.52,14.82,On Time,Interpeak,Clear,,78
J003025,2025-06-23,15:45,15,Monday,June,6,Summer,26,North,South,Riverside North,Greenfield,T3,Tram,163,3.7,5,5,13,9.2,21.0,218,0.7477,93.34,4.6,256.43,52.49,203.95,On Time,Interpeak,Heavy Rain,,96
J003026,2025-09-14,21:40,21,Sunday,September,9,Autumn,37,Central,North,City Hall,Tech Campus,B01,Bus,53,3.9,5,5,13,10.4,25.1,72,0.7361,92.98,4.3,94.26,46.85,47.4,On Time,Off-Peak,Cloudy,,80
J003027,2025-10-25,21:00,21,Saturday,October,10,Autumn,43,Central,North,Central Square,North Park,B06,Bus,59,2.6,8,8,8,23.2,26.4,73,0.8082,95.32,4.7,234.06,116.35,117.72,On Time,Off-Peak,Clear,,87
J003028,2025-06-06,06:15,6,Friday,June,6,Summer,23,North,Central,University,Museum District,B05,Bus,78,2.1,4,4,16,20.9,20.6,82,0.9512,96.22,4.2,278.76,138.57,140.2,On Time,Off-Peak,Cloudy,,79
J003029,2025-01-01,09:55,9,Wednesday,January,1,Winter,1,Central,West,Museum District,Airport,M2,Metro,603,5.5,12,12,5,12.9,32.2,658,0.9164,90.1,4.3,1330.16,217.8,1112.35,Delayed,Peak,Cloudy,,93
J003030,2025-10-09,10:20,10,Thursday,October,10,Autumn,41,South,East,South Market,Harbour East,R2,Commuter Rail,328,7.6,3,3,20,32.8,69.4,629,0.5215,86.32,4.2,1839.69,344.27,1495.42,Delayed,Interpeak,Heavy Rain,,86
J003031,2025-01-29,09:15,9,Wednesday,January,1,Winter,5,East,Central,East Gate,Museum District,B06,Bus,80,7.6,10,10,6,19.9,25.8,78,1.0256,86.32,3.9,272.23,135.32,136.91,Delayed,Peak,Clear,,85
J003032,2025-01-23,16:45,16,Thursday,January,1,Winter,4,East,Central,Lakeview,Central Square,M4,Metro,518,4.5,6,6,10,14.9,32.7,527,0.9829,91.9,4.3,1319.81,216.11,1103.7,On Time,Peak,Cloudy,,88
J003033,2025-06-23,17:50,17,Monday,June,6,Summer,26,Central,West,City Hall,Hilltop,M4,Metro,689,0.0,8,8,8,19.8,37.6,732,0.9413,100.0,4.5,2332.82,381.98,1950.83,On Time,Peak,Clear,,86
J003034,2025-01-31,09:10,9,Friday,January,1,Winter,5,East,North,Innovation Hub,Riverside North,M2,Metro,285,0.9,7,7,9,27.0,44.9,710,0.4014,98.38,4.6,1315.85,215.46,1100.38,On Time,Peak,Clear,,87
J003035,2025-06-12,18:30,18,Thursday,June,6,Summer,24,Central,South,City Hall,South Market,M2,Metro,534,3.8,9,9,7,16.7,38.6,715,0.7469,93.16,4.6,1524.94,249.7,1275.25,On Time,Peak,Cloudy,,86
J003036,2025-10-26,09:20,9,Sunday,October,10,Autumn,43,West,Central,Hilltop,City Hall,S2,Shared Shuttle,19,3.9,3,3,20,14.9,22.6,16,1.1875,92.98,4.1,48.41,14.79,33.62,On Time,Peak,Cloudy,,79
J003037,2025-06-04,15:40,15,Wednesday,June,6,Summer,23,North,South,North Park,Industrial South,R3,Commuter Rail,290,17.3,2,2,26,33.0,48.3,582,0.4983,68.86,3.3,1636.47,306.24,1330.23,Delayed,Interpeak,Clear,Weather Disruption,81
J003038,2025-11-13,09:00,9,Thursday,November,11,Autumn,46,Central,South,Old Town,South Market,B01,Bus,53,4.0,6,6,10,19.4,21.6,59,0.8983,92.8,4.0,175.82,87.4,88.43,On Time,Peak,Clear,,82
J003039,2025-10-28,12:00,12,Tuesday,October,10,Autumn,44,West,North,Airport,North Park,M1,Metro,330,0.6,12,12,5,19.2,33.8,808,0.4084,98.92,4.9,1083.46,177.41,906.05,On Time,Interpeak,Clear,,94
J003040,2025-07-09,22:45,22,Wednesday,July,7,Summer,28,Central,West,Central Square,Expo Centre,T1,Tram,110,2.3,4,4,15,14.4,22.2,188,0.5851,95.86,4.7,270.86,55.44,215.42,On Time,Off-Peak,Heatwave,,97
J003041,2025-11-30,17:10,17,Sunday,November,11,Autumn,48,South,Central,South Market,Old Town,S1,Shared Shuttle,15,2.9,8,8,8,11.2,22.4,13,1.1538,94.78,4.1,28.73,8.78,19.95,On Time,Peak,Clear,,77
J003042,2025-08-28,08:55,8,Thursday,August,8,Summer,35,North,West,Riverside North,Airport,R1,Commuter Rail,250,3.8,5,5,13,43.9,67.0,721,0.3467,93.16,4.4,1876.73,351.2,1525.53,On Time,Peak,Cloudy,,90
J003043,2025-01-18,15:15,15,Saturday,January,1,Winter,3,East,West,Lakeview,Expo Centre,C2,Bike Share,7,1.7,20,20,3,2.3,13.3,18,0.3889,96.94,4.6,2.75,0.0,2.75,On Time,Interpeak,Rain,,57
J003044,2025-09-10,05:05,5,Wednesday,September,9,Autumn,37,North,South,Riverside North,Greenfield,B03,Bus,80,7.4,5,5,12,6.4,21.8,81,0.9877,86.68,3.7,87.55,43.52,44.03,Delayed,Off-Peak,Clear,Roadworks,82
J003045,2025-01-13,13:40,13,Monday,January,1,Winter,3,North,South,North Park,Greenfield,C1,Bike Share,16,0.0,20,20,3,6.4,16.9,33,0.4848,100.0,4.8,17.51,0.0,17.51,On Time,Interpeak,Cloudy,,52
J003046,2025-12-03,09:30,9,Wednesday,December,12,Winter,49,South,East,Stadium,East Gate,B06,Bus,68,6.0,3,3,18,14.0,20.6,68,1.0,89.2,4.2,162.79,80.92,81.87,Delayed,Peak,Clear,,85
J003047,2025-06-17,12:10,12,Tuesday,June,6,Summer,25,Central,North,Old Town,Riverside North,S1,Shared Shuttle,15,18.6,4,4,16,15.2,22.2,14,1.0714,66.52,2.6,38.99,11.91,27.07,Delayed,Interpeak,Heavy Rain,Signal Failure,73
J003048,2025-07-31,19:55,19,Thursday,July,7,Summer,31,South,West,Greenfield,West End,M2,Metro,438,5.5,20,20,3,26.3,33.5,862,0.5081,90.1,4.4,1969.82,322.54,1647.27,Delayed,Peak,Clear,,84
J003049,2025-01-18,18:05,18,Saturday,January,1,Winter,3,East,North,Harbour East,North Park,B01,Bus,69,25.0,6,6,10,12.1,21.1,67,1.0299,55.0,2.6,142.77,70.97,71.8,Delayed,Peak,Rain,Staff Shortage,80
J003050,2025-11-10,08:05,8,Monday,November,11,Autumn,46,East,Central,Harbour East,Central Square,B03,Bus,68,1.5,5,5,13,17.1,21.3,73,0.9315,97.3,4.2,198.84,98.84,100.0,On Time,Peak,Cloudy,,81
J003051,2025-02-20,20:05,20,Thursday,February,2,Winter,8,West,East,Expo Centre,Innovation Hub,C1,Bike Share,11,1.9,30,30,2,5.0,17.6,30,0.3667,96.58,4.8,9.41,0.0,9.41,On Time,Off-Peak,Clear,,64
J003052,2025-12-22,08:20,8,Monday,December,12,Winter,52,East,Central,East Gate,Museum District,R1,Commuter Rail,539,27.4,2,2,26,49.2,50.9,542,0.9945,50.68,2.3,4534.71,848.6,3686.11,Delayed,Peak,Cloudy,Weather Disruption,92
J003053,2025-07-11,11:55,11,Friday,July,7,Summer,28,Central,East,Museum District,East Gate,T1,Tram,134,2.8,10,10,6,18.4,30.2,211,0.6351,94.96,4.2,421.62,86.3,335.32,On Time,Interpeak,Cloudy,,92
J003054,2025-07-25,09:00,9,Friday,July,7,Summer,30,West,Central,Hilltop,Central Square,B06,Bus,57,4.8,9,9,7,8.7,24.1,68,0.8382,91.36,4.4,84.8,42.15,42.65,On Time,Peak,Clear,,79
J003055,2025-05-11,14:45,14,Sunday,May,5,Spring,19,East,North,Innovation Hub,Riverside North,B03,Bus,50,6.6,3,3,18,15.7,20.1,71,0.7042,88.12,4.5,134.24,66.73,67.51,Delayed,Interpeak,Cloudy,,85
J003056,2025-02-11,16:55,16,Tuesday,February,2,Winter,7,East,North,Lakeview,Riverside North,R3,Commuter Rail,163,6.9,2,2,29,51.3,74.6,520,0.3135,87.58,4.4,1429.88,267.58,1162.3,Delayed,Peak,Rain,,87
J003057,2025-10-18,16:05,16,Saturday,October,10,Autumn,42,East,South,Innovation Hub,Stadium,B01,Bus,81,4.4,6,6,10,7.0,25.9,83,0.9759,92.08,4.6,96.96,48.2,48.76,On Time,Peak,Clear,,85
J003058,2025-07-10,07:40,7,Thursday,July,7,Summer,28,North,South,North Park,Greenfield,B04,Bus,59,2.9,8,8,8,9.8,26.8,69,0.8551,94.78,4.4,98.87,49.15,49.73,On Time,Peak,Clear,,77
J003059,2025-11-28,21:30,21,Friday,November,11,Autumn,48,East,North,East Gate,University,B03,Bus,53,4.8,5,5,12,22.0,25.7,57,0.9298,91.36,4.4,199.39,99.11,100.28,On Time,Off-Peak,Clear,,78
J003060,2025-07-27,09:20,9,Sunday,July,7,Summer,30,East,Central,East Gate,Museum District,B03,Bus,67,8.8,4,4,15,8.2,28.0,63,1.0635,84.16,3.9,93.95,46.7,47.25,Delayed,Peak,Clear,,78
J003061,2025-06-24,07:40,7,Tuesday,June,6,Summer,26,Central,East,Central Square,Harbour East,B04,Bus,67,1.7,6,6,10,21.6,23.2,84,0.7976,96.94,4.3,247.47,123.01,124.46,On Time,Peak,Clear,,77
J003062,2025-04-03,08:10,8,Thursday,April,4,Spring,14,West,East,Expo Centre,Lakeview,R3,Commuter Rail,463,6.7,3,3,22,49.4,67.8,571,0.8109,87.94,3.9,3911.15,731.91,3179.24,Delayed,Peak,Cloudy,,80
J003063,2025-08-10,20:30,20,Sunday,August,8,Summer,32,North,West,University,West End,S3,Shared Shuttle,5,6.4,5,5,11,15.2,29.9,14,0.3571,88.48,4.3,13.0,5.22,7.77,Delayed,Off-Peak,Clear,,71
J003064,2025-05-17,17:55,17,Saturday,May,5,Spring,20,West,North,West End,University,B05,Bus,73,7.1,10,10,6,8.8,22.6,75,0.9733,87.22,4.2,109.85,54.6,55.25,Delayed,Peak,Rain,,78
J003065,2025-01-17,16:30,16,Friday,January,1,Winter,3,North,East,Tech Campus,East Gate,M2,Metro,697,21.8,8,8,8,15.3,39.8,715,0.9748,60.76,2.5,1823.56,298.59,1524.97,Delayed,Peak,Heavy Rain,Vehicle Issue,92
J003066,2025-02-06,12:30,12,Thursday,February,2,Winter,6,West,Central,Expo Centre,Old Town,M3,Metro,352,3.9,20,20,3,20.6,42.0,694,0.5072,92.98,4.3,1239.96,203.03,1036.92,On Time,Interpeak,Clear,,93
J003067,2025-10-25,17:00,17,Saturday,October,10,Autumn,43,South,West,Stadium,Airport,B01,Bus,53,2.2,7,7,9,15.6,21.2,64,0.8281,96.04,4.7,141.38,70.28,71.1,On Time,Peak,Clear,,86
J003068,2025-01-04,08:45,8,Saturday,January,1,Winter,1,Central,North,Old Town,Riverside North,T3,Tram,174,2.1,5,5,13,15.2,29.6,224,0.7768,96.22,4.6,452.26,92.57,359.69,On Time,Peak,Clear,,93
J003069,2025-09-05,09:45,9,Friday,September,9,Autumn,36,Central,East,Museum District,Harbour East,T1,Tram,170,6.4,5,4,11,17.4,23.4,214,0.7944,81.48,4.3,505.82,103.53,402.29,Delayed,Peak,Heavy Rain,,91
J003070,2025-12-19,13:00,13,Friday,December,12,Winter,51,Central,West,Old Town,Airport,B01,Bus,77,5.8,5,5,13,20.6,21.2,68,1.1324,89.56,3.7,271.24,134.83,136.41,Delayed,Interpeak,Clear,,78
J003071,2025-07-08,09:15,9,Tuesday,July,7,Summer,28,West,East,West End,Lakeview,M2,Metro,625,5.0,6,6,10,31.3,36.9,753,0.83,91.0,4.5,3345.19,547.75,2797.44,On Time,Peak,Cloudy,,84
J003072,2025-01-25,22:40,22,Saturday,January,1,Winter,4,North,South,Riverside North,Greenfield,M4,Metro,262,0.0,20,20,3,20.7,37.1,760,0.3447,100.0,4.8,927.4,151.86,775.55,On Time,Off-Peak,Clear,,85
J003073,2025-01-10,16:45,16,Friday,January,1,Winter,2,West,North,Expo Centre,Riverside North,C3,Bike Share,7,4.1,12,12,5,4.2,11.1,35,0.2,92.62,4.4,5.03,0.0,5.03,On Time,Peak,Snow,,57
J003074,2025-02-06,22:30,22,Thursday,February,2,Winter,6,East,North,Innovation Hub,University,M3,Metro,299,1.4,12,12,5,30.9,36.6,524,0.5706,97.48,4.8,1579.89,258.69,1321.19,On Time,Off-Peak,Clear,,92
J003075,2025-08-27,09:55,9,Wednesday,August,8,Summer,35,South,Central,Stadium,Central Square,B01,Bus,88,8.6,7,7,9,8.3,27.5,82,1.0732,84.52,3.8,124.9,62.08,62.81,Delayed,Peak,Cloudy,,82
J003076,2025-10-22,18:20,18,Wednesday,October,10,Autumn,43,West,Central,Airport,Museum District,M2,Metro,549,0.4,15,15,4,29.5,37.5,778,0.7057,99.28,4.4,2769.43,453.47,2315.96,On Time,Peak,Cloudy,,89
J003077,2025-11-12,17:05,17,Wednesday,November,11,Autumn,46,East,Central,Lakeview,Central Square,C4,Bike Share,13,1.0,30,30,2,7.6,11.0,16,0.8125,98.2,4.6,16.89,0.0,16.89,On Time,Peak,Clear,,63
J003078,2025-02-02,05:15,5,Sunday,February,2,Winter,5,West,North,Expo Centre,Riverside North,T3,Tram,99,1.9,4,4,15,12.5,24.1,233,0.4249,96.58,4.7,211.61,43.31,168.3,On Time,Off-Peak,Heatwave,,94
J003079,2025-07-25,13:15,13,Friday,July,7,Summer,30,Central,East,Central Square,Lakeview,B04,Bus,77,5.7,4,4,16,6.1,24.3,76,1.0132,89.74,4.0,80.32,39.92,40.39,Delayed,Interpeak,Cloudy,,80
J003080,2025-10-01,14:50,14,Wednesday,October,10,Autumn,40,West,North,Expo Centre,Riverside North,M2,Metro,239,1.4,7,7,9,18.7,45.3,822,0.2908,97.48,4.3,764.25,125.14,639.11,On Time,Interpeak,Cloudy,,91
J003081,2025-01-01,09:15,9,Wednesday,January,1,Winter,1,Central,North,Central Square,Tech Campus,S3,Shared Shuttle,10,6.1,4,4,17,13.5,36.3,11,0.9091,89.02,4.2,23.09,7.05,16.03,Delayed,Peak,Rain,,71
J003082,2025-09-12,16:05,16,Friday,September,9,Autumn,37,South,East,Stadium,Innovation Hub,R3,Commuter Rail,422,5.2,3,3,19,45.4,73.6,598,0.7057,90.64,4.5,3276.15,613.08,2663.07,Delayed,Peak,Heatwave,,89
J003083,2025-11-17,21:45,21,Monday,November,11,Autumn,47,West,East,Hilltop,Harbour East,T3,Tram,108,6.7,8,8,8,8.8,25.6,213,0.507,87.94,3.9,162.52,33.26,129.25,Delayed,Off-Peak,Rain,,95
J003084,2025-12-19,20:55,20,Friday,December,12,Winter,51,North,West,Tech Campus,Hilltop,C4,Bike Share,6,31.0,9,9,7,6.5,12.3,35,0.1714,44.2,2.2,6.67,0.0,6.67,Delayed,Off-Peak,Snow,Vehicle Issue,58
J003085,2025-12-06,09:30,9,Saturday,December,12,Winter,49,West,South,Airport,Industrial South,C4,Bike Share,20,0.0,30,30,2,2.5,16.2,22,0.9091,100.0,4.9,8.55,0.0,8.55,On Time,Peak,Clear,,54
J003086,2025-05-24,22:05,22,Saturday,May,5,Spring,21,Central,North,Museum District,University,C1,Bike Share,24,0.0,12,12,5,1.6,15.2,33,0.7273,100.0,4.6,6.57,0.0,6.57,On Time,Off-Peak,Clear,,60
J003087,2025-04-01,09:40,9,Tuesday,April,4,Spring,14,West,North,West End,University,M4,Metro,784,4.8,6,6,10,31.7,43.3,715,1.0965,91.36,4.3,4249.83,695.88,3553.95,On Time,Peak,Clear,,92
J003088,2025-07-02,17:50,17,Wednesday,July,7,Summer,27,West,South,Expo Centre,South Market,B02,Bus,58,3.7,4,4,14,6.8,25.4,73,0.7945,93.34,4.3,67.44,33.52,33.92,On Time,Peak,Clear,,81
J003089,2025-11-02,07:20,7,Sunday,November,11,Autumn,44,South,West,Industrial South,Airport,M1,Metro,573,6.5,8,8,8,27.4,35.4,856,0.6694,88.3,4.0,2684.73,439.61,2245.13,Delayed,Peak,Clear,,82
J003090,2025-12-07,18:20,18,Sunday,December,12,Winter,49,Central,East,Museum District,East Gate,T3,Tram,196,2.3,8,8,8,7.5,24.1,250,0.784,95.86,4.8,251.37,51.45,199.92,On Time,Peak,Clear,,90
J003091,2025-11-18,17:30,17,Tuesday,November,11,Autumn,47,Central,East,Museum District,Lakeview,C1,Bike Share,36,0.0,9,9,7,3.5,14.3,33,1.0909,100.0,4.3,21.55,0.0,21.55,On Time,Peak,Cloudy,,52
J003092,2025-03-01,15:05,15,Saturday,March,3,Spring,9,North,Central,North Park,Museum District,B06,Bus,56,6.4,10,10,6,19.1,20.4,57,0.9825,88.48,4.3,182.9,90.92,91.99,Delayed,Interpeak,Rain,,88
J003093,2025-03-25,07:30,7,Tuesday,March,3,Spring,13,South,North,South Market,University,B03,Bus,58,13.3,3,3,18,22.9,19.9,57,1.0175,76.06,3.6,227.12,112.9,114.23,Delayed,Peak,Rain,,87
J003094,2025-04-13,17:10,17,Sunday,April,4,Spring,15,West,East,West End,East Gate,C3,Bike Share,29,6.6,10,10,6,1.1,11.7,27,1.0741,88.12,3.8,5.45,0.0,5.45,Delayed,Peak,Clear,,59
J003095,2025-01-24,17:55,17,Friday,January,1,Winter,4,Central,North,Central Square,Riverside North,B03,Bus,103,20.8,9,9,7,11.6,24.0,85,1.2118,62.56,2.2,204.31,101.56,102.75,Delayed,Peak,Rain,Traffic,85
J003096,2025-06-12,10:45,10,Thursday,June,6,Summer,24,West,North,Airport,Tech Campus,M1,Metro,443,4.4,12,12,5,26.5,32.0,577,0.7678,92.08,4.5,2007.45,328.71,1678.75,On Time,Interpeak,Cloudy,,94
J003097,2025-04-26,16:40,16,Saturday,April,4,Spring,17,Central,West,Museum District,Airport,B06,Bus,64,7.5,8,8,8,22.9,21.2,74,0.8649,86.5,4.0,250.62,124.58,126.04,Delayed,Peak,Rain,,80
J003098,2025-03-04,17:20,17,Tuesday,March,3,Spring,10,West,South,Airport,Stadium,B02,Bus,79,5.3,4,4,16,11.6,24.8,78,1.0128,90.46,3.9,156.7,77.89,78.81,Delayed,Peak,Clear,,80
J003099,2025-05-25,12:15,12,Sunday,May,5,Spring,21,North,Central,North Park,Central Square,T1,Tram,132,2.4,9,9,7,9.5,30.9,154,0.8571,95.68,4.6,214.43,43.89,170.54,On Time,Interpeak,Cloudy,,96
J003100,2025-12-22,16:45,16,Monday,December,12,Winter,52,North,East,Tech Campus,Innovation Hub,T1,Tram,159,5.2,10,10,6,7.5,22.0,177,0.8983,90.64,4.2,203.92,41.74,162.18,Delayed,Peak,Cloudy,,88
J003101,2025-10-28,11:50,11,Tuesday,October,10,Autumn,44,North,West,Riverside North,Expo Centre,T3,Tram,149,4.8,8,8,8,11.8,30.4,165,0.903,91.36,4.3,300.65,61.54,239.12,On Time,Interpeak,Rain,,89
J003102,2025-10-30,16:15,16,Thursday,October,10,Autumn,44,South,East,South Market,Lakeview,B06,Bus,77,6.6,5,5,11,11.5,24.7,75,1.0267,88.12,3.9,151.42,75.27,76.15,Delayed,Peak,Cloudy,,76
J003103,2025-09-05,11:40,11,Friday,September,9,Autumn,36,North,West,University,Expo Centre,B04,Bus,57,2.7,4,4,16,21.4,21.8,56,1.0179,95.14,4.5,208.59,103.68,104.9,On Time,Interpeak,Clear,,79
J003104,2025-12-14,15:10,15,Sunday,December,12,Winter,50,South,East,South Market,Lakeview,M3,Metro,293,0.4,12,12,5,29.4,46.0,598,0.49,99.28,5.0,1473.03,241.2,1231.83,On Time,Interpeak,Cloudy,,91
J003105,2025-01-21,23:10,23,Tuesday,January,1,Winter,4,East,North,Innovation Hub,North Park,B06,Bus,49,3.7,6,6,10,18.6,26.9,70,0.7,93.34,4.2,155.85,77.47,78.38,On Time,Off-Peak,Cloudy,,78
J003106,2025-02-03,19:50,19,Monday,February,2,Winter,6,West,South,West End,Industrial South,R2,Commuter Rail,454,6.2,2,2,30,38.8,62.7,746,0.6086,88.84,4.5,3012.2,563.69,2448.51,Delayed,Peak,Clear,,90
J003107,2025-03-14,08:45,8,Friday,March,3,Spring,11,Central,West,City Hall,Airport,M2,Metro,628,1.1,20,20,3,25.2,45.8,603,1.0415,98.02,4.2,2706.18,443.12,2263.06,On Time,Peak,Rain,,89
J003108,2025-02-16,20:05,20,Sunday,February,2,Winter,7,West,East,Airport,Innovation Hub,R3,Commuter Rail,149,6.3,3,3,22,35.5,63.9,658,0.2264,88.66,4.2,904.5,169.26,735.24,Delayed,Off-Peak,Heavy Rain,,88
J003109,2025-05-09,10:30,10,Friday,May,5,Spring,19,North,West,University,West End,B04,Bus,89,4.5,4,4,16,6.9,29.7,77,1.1558,91.9,4.2,105.01,52.2,52.81,On Time,Interpeak,Cloudy,,83
J003110,2025-03-13,07:10,7,Thursday,March,3,Spring,11,South,West,Industrial South,Hilltop,M3,Metro,584,4.4,9,9,7,10.1,42.3,572,1.021,92.08,4.5,1008.63,165.16,843.47,On Time,Peak,Clear,,86
J003111,2025-05-21,22:30,22,Wednesday,May,5,Spring,21,Central,East,Museum District,Lakeview,C3,Bike Share,18,3.0,10,10,6,3.0,14.0,22,0.8182,94.6,4.2,9.23,0.0,9.23,On Time,Off-Peak,Clear,,59
J003112,2025-05-21,19:10,19,Wednesday,May,5,Spring,21,West,South,Airport,Industrial South,T2,Tram,205,5.9,9,9,7,16.4,25.9,222,0.9234,89.38,4.3,574.9,117.67,457.23,Delayed,Peak,Heavy Rain,,95
J003113,2025-03-24,14:50,14,Monday,March,3,Spring,13,West,East,Airport,Innovation Hub,M3,Metro,445,0.3,15,15,4,22.1,35.3,592,0.7517,99.46,4.9,1681.7,275.37,1406.33,On Time,Interpeak,Cloudy,,91
J003114,2025-11-09,11:45,11,Sunday,November,11,Autumn,45,South,Central,South Market,Old Town,C2,Bike Share,17,2.5,8,8,8,1.8,14.7,20,0.85,95.5,4.3,5.23,0.0,5.23,On Time,Interpeak,Cloudy,,63
J003115,2025-06-08,16:55,16,Sunday,June,6,Summer,23,West,North,West End,Riverside North,S1,Shared Shuttle,13,3.4,5,5,13,8.0,33.4,12,1.0833,93.88,4.5,17.78,5.43,12.35,On Time,Peak,Clear,,70
J003116,2025-01-31,07:10,7,Friday,January,1,Winter,5,Central,North,Museum District,North Park,T2,Tram,172,8.7,5,5,13,10.3,23.4,198,0.8687,84.34,3.8,302.94,62.01,240.94,Delayed,Peak,Cloudy,,92
J003117,2025-04-15,18:55,18,Tuesday,April,4,Spring,16,East,South,Innovation Hub,South Market,T3,Tram,128,4.0,6,6,10,17.7,26.7,160,0.8,92.8,4.5,387.42,79.3,308.12,On Time,Peak,Clear,,94
J003118,2025-12-21,20:50,20,Sunday,December,12,Winter,51,West,East,Airport,Innovation Hub,B06,Bus,45,5.9,5,5,13,9.1,20.7,68,0.6618,89.38,4.2,70.02,34.81,35.22,Delayed,Off-Peak,Clear,,79
J003119,2025-10-27,05:00,5,Monday,October,10,Autumn,44,North,East,Tech Campus,East Gate,C1,Bike Share,18,1.7,12,12,5,7.7,14.8,16,1.125,96.94,4.4,23.7,0.0,23.7,On Time,Off-Peak,Cloudy,,54
J003120,2025-05-04,19:30,19,Sunday,May,5,Spring,18,Central,West,City Hall,Airport,T2,Tram,200,4.1,5,5,11,9.6,27.9,241,0.8299,92.62,4.5,328.32,67.2,261.12,On Time,Peak,Clear,,94
J003121,2025-04-06,17:10,17,Sunday,April,4,Spring,14,Central,West,Old Town,Hilltop,M2,Metro,304,21.8,12,12,5,18.6,39.7,792,0.3838,60.76,2.6,966.9,158.32,808.58,Delayed,Peak,Snow,Staff Shortage,83
J003122,2025-09-23,15:40,15,Tuesday,September,9,Autumn,39,East,Central,Innovation Hub,Central Square,M2,Metro,354,3.7,15,15,4,29.8,47.1,860,0.4116,93.34,4.5,1803.91,295.38,1508.54,On Time,Interpeak,Cloudy,,90
J003123,2025-03-26,16:05,16,Wednesday,March,3,Spring,13,North,South,University,South Market,B04,Bus,63,7.5,4,4,17,19.6,22.0,57,1.1053,86.5,3.8,211.15,104.96,106.19,Delayed,Peak,Rain,,83
J003124,2025-06-23,07:20,7,Monday,June,6,Summer,26,North,Central,Tech Campus,Central Square,T1,Tram,164,3.3,7,7,9,11.7,27.5,202,0.8119,94.06,4.3,328.11,67.16,260.96,On Time,Peak,Clear,,85
J003125,2025-07-05,18:55,18,Saturday,July,7,Summer,27,North,South,Riverside North,Industrial South,M2,Metro,535,6.2,12,11,5,23.6,41.5,581,0.9208,81.84,4.0,2159.05,353.53,1805.52,Delayed,Peak,Snow,,89
J003126,2025-04-28,08:55,8,Monday,April,4,Spring,18,West,Central,Expo Centre,Central Square,M2,Metro,521,3.3,20,20,3,24.0,38.8,723,0.7206,94.06,4.6,2138.18,350.11,1788.07,On Time,Peak,Rain,,92
J003127,2025-06-12,09:45,9,Thursday,June,6,Summer,24,East,Central,Innovation Hub,City Hall,M2,Metro,672,0.5,12,12,5,10.9,44.2,618,1.0874,99.1,4.5,1252.54,205.09,1047.45,On Time,Peak,Cloudy,,90
J003128,2025-05-27,09:40,9,Tuesday,May,5,Spring,22,Central,West,Museum District,Airport,M2,Metro,646,2.8,10,10,6,16.8,47.8,894,0.7226,94.96,4.6,1855.83,303.88,1551.95,On Time,Peak,Clear,,82
J003129,2025-02-20,13:40,13,Thursday,February,2,Winter,8,West,North,West End,University,B02,Bus,74,2.7,4,4,16,22.2,20.0,66,1.1212,95.14,4.0,280.92,139.64,141.28,On Time,Interpeak,Cloudy,,79
J003130,2025-01-01,15:50,15,Wednesday,January,1,Winter,1,Central,West,City Hall,West End,R1,Commuter Rail,334,2.9,4,4,16,45.4,50.3,642,0.5202,94.78,4.4,2592.98,485.24,2107.74,On Time,Interpeak,Heatwave,,92
J003131,2025-06-27,23:05,23,Friday,June,6,Summer,26,East,North,East Gate,Tech Campus,M2,Metro,121,5.8,8,8,8,29.5,42.4,856,0.1414,89.56,4.1,610.38,99.95,510.44,Delayed,Off-Peak,Cloudy,,94
